year_film,year_ceremony,ceremony,category_id,category,name,film,winner,count
1971,1972,44,MSOP,MUSIC (Song--Original for the Picture),"Music and Lyrics by Barry DeVorzon and Perry Botkin, Jr.",Bless the Beasts & Children,FALSE,73
1971,1972,44,MSOP,MUSIC (Song--Original for the Picture),Music by Marvin Hamlisch; Lyrics by Johnny Mercer,Kotch,FALSE,74
1971,1972,44,MSOP,MUSIC (Song--Original for the Picture),Music and Lyrics by Isaac Hayes,Shaft,TRUE,75
1971,1972,44,BP,BEST PICTURE,"Stanley Kubrick, Producer",A Clockwork Orange,FALSE,76
1971,1972,44,BP,BEST PICTURE,"Norman Jewison, Producer",Fiddler on the Roof,FALSE,77
1971,1972,44,BP,BEST PICTURE,"Philip D'Antoni, Producer",The French Connection,TRUE,78
1971,1972,44,BP,BEST PICTURE,"Stephen J. Friedman, Producer",The Last Picture Show,FALSE,79
1971,1972,44,BP,BEST PICTURE,"Sam Spiegel, Producer",Nicholas and Alexandra,FALSE,80
1971,1972,44,SSA,SHORT SUBJECT (Animated),"Ted Petok, Producer",The Crunch Bird,TRUE,81
1971,1972,44,SSA,SHORT SUBJECT (Animated),"Michael Mills, Producer",Evolution,FALSE,82
1971,1972,44,SSA,SHORT SUBJECT (Animated),"Peter Sander and Murray Shostak, Producers",The Selfish Giant,FALSE,83
1971,1972,44,SSLA,SHORT SUBJECT (Live Action),"Denny Evans and Ken Greenwald, Producers",Good Morning,FALSE,84
1971,1972,44,SSLA,SHORT SUBJECT (Live Action),"Stephen F. Verona, Producer",The Rehearsal,FALSE,85
1971,1972,44,SSLA,SHORT SUBJECT (Live Action),"Manuel Arango and Robert Amram, Producers",Sentinels of Silence,TRUE,86
1971,1972,44,S,SOUND,"Gordon K. McCallum, John Mitchell, Alfred J. Overton",Diamonds Are Forever,FALSE,87
1971,1972,44,S,SOUND,"Gordon K. McCallum, David Hildyard",Fiddler on the Roof,TRUE,88
1971,1972,44,S,SOUND,"Theodore Soderberg, Christopher Newman",The French Connection,FALSE,89
1971,1972,44,S,SOUND,"Richard Portman, Jack Solomon",Kotch,FALSE,90
1971,1972,44,S,SOUND,"Bob Jones, John Aldred","Mary, Queen of Scots",FALSE,91
1971,1972,44,SVE,SPECIAL VISUAL EFFECTS,"Alan Maley, Eustace Lycett, Danny Lee",Bedknobs and Broomsticks,TRUE,92
1971,1972,44,SVE,SPECIAL VISUAL EFFECTS,"Jim Danforth, Roger Dicken",When Dinosaurs Ruled the Earth,FALSE,93
1971,1972,44,WSPBM,WRITING (Screenplay--based on material from another medium),Stanley Kubrick,A Clockwork Orange,FALSE,94
1971,1972,44,WSPBM,WRITING (Screenplay--based on material from another medium),Bernardo Bertolucci,The Conformist,FALSE,95
1971,1972,44,WSPBM,WRITING (Screenplay--based on material from another medium),Ernest Tidyman,The French Connection,TRUE,96
1971,1972,44,WSPBM,WRITING (Screenplay--based on material from another medium),"Ugo Pirro, Vittorio Bonicelli",The Garden of the Finzi Continis,FALSE,97
1971,1972,44,WSPBM,WRITING (Screenplay--based on material from another medium),"Larry McMurtry, Peter Bogdanovich",The Last Picture Show,FALSE,98
1971,1972,44,WSSBFM,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Paddy Chayefsky,The Hospital,TRUE,99
1971,1972,44,WSSBFM,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),"Elio Petri, Ugo Pirro",Investigation of a Citizen above Suspicion,FALSE,100
1971,1972,44,WSSBFM,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),"Andy Lewis, Dave Lewis",Klute,FALSE,101
1971,1972,44,WSSBFM,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Herman Raucher,Summer of '42,FALSE,102
1971,1972,44,WSSBFM,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Penelope Gilliatt,Sunday Bloody Sunday,FALSE,103
1972,1973,45,AR,ACTOR,Marlon Brando,The Godfather,TRUE,1
1972,1973,45,AR,ACTOR,Michael Caine,Sleuth,FALSE,2
1972,1973,45,AR,ACTOR,Laurence Olivier,Sleuth,FALSE,3
1972,1973,45,AR,ACTOR,Peter O'Toole,The Ruling Class,FALSE,4
1972,1973,45,AR,ACTOR,Paul Winfield,Sounder,FALSE,5
1972,1973,45,ARSR,ACTOR IN A SUPPORTING ROLE,Eddie Albert,The Heartbreak Kid,FALSE,6
1972,1973,45,ARSR,ACTOR IN A SUPPORTING ROLE,James Caan,The Godfather,FALSE,7
1972,1973,45,ARSR,ACTOR IN A SUPPORTING ROLE,Robert Duvall,The Godfather,FALSE,8
1972,1973,45,ARSR,ACTOR IN A SUPPORTING ROLE,Joel Grey,Cabaret,TRUE,9
1972,1973,45,ARSR,ACTOR IN A SUPPORTING ROLE,Al Pacino,The Godfather,FALSE,10
1972,1973,45,AS,ACTRESS,Liza Minnelli,Cabaret,TRUE,11
1972,1973,45,AS,ACTRESS,Diana Ross,Lady Sings the Blues,FALSE,12
1972,1973,45,AS,ACTRESS,Maggie Smith,Travels with My Aunt,FALSE,13
1972,1973,45,AS,ACTRESS,Cicely Tyson,Sounder,FALSE,14
1972,1973,45,AS,ACTRESS,Liv Ullmann,The Emigrants,FALSE,15
1972,1973,45,ASSR,ACTRESS IN A SUPPORTING ROLE,Jeannie Berlin,The Heartbreak Kid,FALSE,16
1972,1973,45,ASSR,ACTRESS IN A SUPPORTING ROLE,Eileen Heckart,Butterflies Are Free,TRUE,17
1972,1973,45,ASSR,ACTRESS IN A SUPPORTING ROLE,Geraldine Page,Pete 'n' Tillie,FALSE,18
1972,1973,45,ASSR,ACTRESS IN A SUPPORTING ROLE,Susan Tyrrell,Fat City,FALSE,19
1972,1973,45,ASSR,ACTRESS IN A SUPPORTING ROLE,Shelley Winters,The Poseidon Adventure,FALSE,20
1972,1973,45,AD,ART DIRECTION,"Art Direction:  Rolf Zehetbauer, Jurgen Kiebach;  Set Decoration:  Herbert Strabel",Cabaret,TRUE,21
1972,1973,45,AD,ART DIRECTION,Art Direction:  Carl Anderson;  Set Decoration:  Reg Allen,Lady Sings the Blues,FALSE,22
1972,1973,45,AD,ART DIRECTION,Art Direction:  William Creber;  Set Decoration:  Raphael Bretton,The Poseidon Adventure,FALSE,23
1972,1973,45,AD,ART DIRECTION,"Art Direction:  John Box, Gil Parrondo, Robert W. Laing",Travels with My Aunt,FALSE,24
1972,1973,45,AD,ART DIRECTION,"Art Direction:  Geoffrey Drake, Don Ashton, John Graysmark, William Hutchinson;  Set Decoration:  Peter James",Young Winston,FALSE,25
1972,1973,45,C,CINEMATOGRAPHY,Charles B. Lang,Butterflies Are Free,FALSE,26
1972,1973,45,C,CINEMATOGRAPHY,Geoffrey Unsworth,Cabaret,TRUE,27
1972,1973,45,C,CINEMATOGRAPHY,Harold E. Stine,The Poseidon Adventure,FALSE,28
1972,1973,45,C,CINEMATOGRAPHY,"Harry Stradling, Jr.",1776,FALSE,29
1972,1973,45,C,CINEMATOGRAPHY,Douglas Slocombe,Travels with My Aunt,FALSE,30
1972,1973,45,CD,COSTUME DESIGN,Anna Hill Johnstone,The Godfather,FALSE,31
1972,1973,45,CD,COSTUME DESIGN,"Bob Mackie, Ray Aghayan, Norma Koch",Lady Sings the Blues,FALSE,32
1972,1973,45,CD,COSTUME DESIGN,Paul Zastupnevich,The Poseidon Adventure,FALSE,33
1972,1973,45,CD,COSTUME DESIGN,Anthony Powell,Travels with My Aunt,TRUE,34
1972,1973,45,CD,COSTUME DESIGN,Anthony Mendleson,Young Winston,FALSE,35
1972,1973,45,D,DIRECTING,Bob Fosse,Cabaret,TRUE,36
1972,1973,45,D,DIRECTING,John Boorman,Deliverance,FALSE,37
1972,1973,45,D,DIRECTING,Jan Troell,The Emigrants,FALSE,38
1972,1973,45,D,DIRECTING,Francis Ford Coppola,The Godfather,FALSE,39
1972,1973,45,D,DIRECTING,Joseph L. Mankiewicz,Sleuth,FALSE,40
1972,1973,45,DCMF,DOCUMENTARY (Feature),"Bert Haanstra, Producer",Ape and Super-Ape,FALSE,41
1972,1973,45,DCMF,DOCUMENTARY (Feature),"Marvin Worth and Arnold Perl, Producers",Malcolm X,FALSE,42
1972,1973,45,DCMF,DOCUMENTARY (Feature),"Robert Hendrickson and Laurence Merrick, Producers",Manson,FALSE,43
1972,1973,45,DCMF,DOCUMENTARY (Feature),"Howard Smith and Sarah Kernochan, Producers",Marjoe,TRUE,44
1972,1973,45,DCMF,DOCUMENTARY (Feature),"Eckehard Munck, Producer",The Silent Revolution,FALSE,45
1972,1973,45,DCMSS,DOCUMENTARY (Short Subject),"Peter Schamoni, Producer",Hundertwasser's Rainy Day,FALSE,46
1972,1973,45,DCMSS,DOCUMENTARY (Short Subject),"Giorgio Treves, Producer",K-Z,FALSE,47
1972,1973,45,DCMSS,DOCUMENTARY (Short Subject),"Tadeusz Jaworski, Producer",Selling Out,FALSE,48
1972,1973,45,DCMSS,DOCUMENTARY (Short Subject),"Charles Huguenot van der Linden and Martina Huguenot van der Linden, Producers",This Tiny World,TRUE,49
1972,1973,45,DCMSS,DOCUMENTARY (Short Subject),"Humphrey Swingler, Producer",The Tide of Traffic,FALSE,50
1972,1973,45,FE,FILM EDITING,David Bretherton,Cabaret,TRUE,51
1972,1973,45,FE,FILM EDITING,Tom Priestley,Deliverance,FALSE,52
1972,1973,45,FE,FILM EDITING,"William Reynolds, Peter Zinner",The Godfather,FALSE,53
1972,1973,45,FE,FILM EDITING,"Frank P. Keller, Fred W. Berger",The Hot Rock,FALSE,54
1972,1973,45,FE,FILM EDITING,Harold F. Kress,The Poseidon Adventure,FALSE,55
1972,1973,45,FLF,FOREIGN LANGUAGE FILM,Union of Soviet Socialist Republics,The Dawns Here Are Quiet,FALSE,56
1972,1973,45,FLF,FOREIGN LANGUAGE FILM,France,The Discreet Charm of the Bourgeoisie,TRUE,57
1972,1973,45,FLF,FOREIGN LANGUAGE FILM,Israel,I Love You Rosa,FALSE,58
1972,1973,45,FLF,FOREIGN LANGUAGE FILM,Spain,My Dearest Señorita,FALSE,59
1972,1973,45,FLF,FOREIGN LANGUAGE FILM,Sweden,The New Land,FALSE,60
1972,1973,45,MODS,MUSIC (Original Dramatic Score),Nino Rota,The Godfather,FALSE,61
1972,1973,45,MODS,MUSIC (Original Dramatic Score),John Williams,images,FALSE,62
1972,1973,45,MODS,MUSIC (Original Dramatic Score),"Charles Chaplin, Raymond Rasch, Larry Russell",Limelight,TRUE,63
1972,1973,45,MODS,MUSIC (Original Dramatic Score),Buddy Baker,Napoleon and Samantha,FALSE,64
1972,1973,45,MODS,MUSIC (Original Dramatic Score),John Williams,The Poseidon Adventure,FALSE,65
1972,1973,45,MODS,MUSIC (Original Dramatic Score),John Addison,Sleuth,FALSE,66
1972,1973,45,MSAOSS,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by Ralph Burns,Cabaret,TRUE,67
1972,1973,45,MSAOSS,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by Gil Askey,Lady Sings the Blues,FALSE,68
1972,1973,45,MSAOSS,MUSIC (Scoring: Adaptation and Original Song Score),Adaptation Score by Laurence Rosenthal,Man of La Mancha,FALSE,69
1972,1973,45,MSOP,MUSIC (Song--Original for the Picture),Music by Walter Scharf; Lyrics by Don Black,Ben,FALSE,70
1972,1973,45,MSOP,MUSIC (Song--Original for the Picture),Music by Fred Karlin; Lyrics by Marsha Karlin,The Little Ark,FALSE,71
1972,1973,45,MSOP,MUSIC (Song--Original for the Picture),Music by Maurice Jarre; Lyrics by Marilyn Bergman and Alan Bergman,The Life and Times of Judge Roy Bean,FALSE,72
1972,1973,45,MSOP,MUSIC (Song--Original for the Picture),Music and Lyrics by Al Kasha and Joel Hirschhorn,The Poseidon Adventure,TRUE,73
1972,1973,45,MSOP,MUSIC (Song--Original for the Picture),Music by Sammy Fain; Lyrics by Paul Francis Webster,The Stepmother,FALSE,74
1972,1973,45,BP,BEST PICTURE,"Cy Feuer, Producer",Cabaret,FALSE,75
1972,1973,45,BP,BEST PICTURE,"John Boorman, Producer",Deliverance,FALSE,76
1972,1973,45,BP,BEST PICTURE,"Bengt Forslund, Producer",The Emigrants,FALSE,77
1972,1973,45,BP,BEST PICTURE,"Albert S. Ruddy, Producer",The Godfather,TRUE,78
1972,1973,45,BP,BEST PICTURE,"Robert B. Radnitz, Producer",Sounder,FALSE,79
1972,1973,45,SSA,SHORT SUBJECT (Animated),"Richard Williams, Producer",A Christmas Carol,TRUE,80
1972,1973,45,SSA,SHORT SUBJECT (Animated),"Bob Godfrey, Producer",Kama Sutra Rides Again,FALSE,81
1972,1973,45,SSA,SHORT SUBJECT (Animated),"Nedeljko Dragic, Producer",Tup Tup,FALSE,82
1972,1973,45,SSLA,SHORT SUBJECT (Live Action),"Ron Satlof and Ray Gideon, Producers",Frog Story,FALSE,83
1972,1973,45,SSLA,SHORT SUBJECT (Live Action),"Richard Barclay, Producer",Norman Rockwell's World...An American Dream,TRUE,84
1972,1973,45,SSLA,SHORT SUBJECT (Live Action),"David Adams, Producer",Solo,FALSE,85
1972,1973,45,S,SOUND,"Arthur Piantadosi, Charles Knight",Butterflies Are Free,FALSE,86
1972,1973,45,S,SOUND,"Robert Knudson, David Hildyard",Cabaret,TRUE,87
1972,1973,45,S,SOUND,"Richard Portman, Gene Cantamessa",The Candidate,FALSE,88
1972,1973,45,S,SOUND,"Bud Grenzbach, Richard Portman, Christopher Newman",The Godfather,FALSE,89
1972,1973,45,S,SOUND,"Theodore Soderberg, Herman Lewis",The Poseidon Adventure,FALSE,90
1972,1973,45,WSPBM,WRITING (Screenplay--based on material from another medium),Jay Allen,Cabaret,FALSE,91
1972,1973,45,WSPBM,WRITING (Screenplay--based on material from another medium),"Jan Troell, Bengt Forslund",The Emigrants,FALSE,92
1972,1973,45,WSPBM,WRITING (Screenplay--based on material from another medium),"Mario Puzo, Francis Ford Coppola",The Godfather,TRUE,93
1972,1973,45,WSPBM,WRITING (Screenplay--based on material from another medium),Julius J. Epstein,Pete 'n' Tillie,FALSE,94
1972,1973,45,WSPBM,WRITING (Screenplay--based on material from another medium),"Lonne Elder, III",Sounder,FALSE,95
1972,1973,45,WSSPBF,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Jeremy Larner,The Candidate,TRUE,96
1972,1973,45,WSSPBF,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Story and Screenplay by Luis Bunuel;  in collaboration with Jean-Claude Carriere,The Discreet Charm of the Bourgeoisie,FALSE,97
1972,1973,45,WSSPBF,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),"Terence McCloy, Chris Clark, Suzanne de Passe",Lady Sings the Blues,FALSE,98
1972,1973,45,WSSPBF,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Louis Malle,Murmur of the Heart,FALSE,99
1972,1973,45,WSSPBF,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Carl Foreman,Young Winston,FALSE,100
1973,1974,46,AR,ACTOR,Marlon Brando,Last Tango in Paris,FALSE,1
1973,1974,46,AR,ACTOR,Jack Lemmon,Save the Tiger,TRUE,2
1973,1974,46,AR,ACTOR,Jack Nicholson,The Last Detail,FALSE,3
1973,1974,46,AR,ACTOR,Al Pacino,Serpico,FALSE,4
1973,1974,46,AR,ACTOR,Robert Redford,The Sting,FALSE,5
1973,1974,46,ARSR,ACTOR IN A SUPPORTING ROLE,Vincent Gardenia,Bang the Drum Slowly,FALSE,6
1973,1974,46,ARSR,ACTOR IN A SUPPORTING ROLE,Jack Gilford,Save the Tiger,FALSE,7
1973,1974,46,ARSR,ACTOR IN A SUPPORTING ROLE,John Houseman,The Paper Chase,TRUE,8
1973,1974,46,ARSR,ACTOR IN A SUPPORTING ROLE,Jason Miller,The Exorcist,FALSE,9
1973,1974,46,ARSR,ACTOR IN A SUPPORTING ROLE,Randy Quaid,The Last Detail,FALSE,10
1973,1974,46,AS,ACTRESS,Ellen Burstyn,The Exorcist,FALSE,11
1973,1974,46,AS,ACTRESS,Glenda Jackson,A Touch of Class,TRUE,12
1973,1974,46,AS,ACTRESS,Marsha Mason,Cinderella Liberty,FALSE,13
1973,1974,46,AS,ACTRESS,Barbra Streisand,The Way We Were,FALSE,14
1973,1974,46,AS,ACTRESS,Joanne Woodward,"Summer Wishes, Winter Dreams",FALSE,15
1973,1974,46,ASSR,ACTRESS IN A SUPPORTING ROLE,Linda Blair,The Exorcist,FALSE,16
1973,1974,46,ASSR,ACTRESS IN A SUPPORTING ROLE,Candy Clark,American Graffiti,FALSE,17
1973,1974,46,ASSR,ACTRESS IN A SUPPORTING ROLE,Madeline Kahn,Paper Moon,FALSE,18
1973,1974,46,ASSR,ACTRESS IN A SUPPORTING ROLE,Tatum O'Neal,Paper Moon,TRUE,19
1973,1974,46,ASSR,ACTRESS IN A SUPPORTING ROLE,Sylvia Sidney,"Summer Wishes, Winter Dreams",FALSE,20
1973,1974,46,AD,ART DIRECTION,"Art Direction:  Lorenzo Mongiardino, Gianni Quaranta;  Set Decoration:  Carmelo Patrono",Brother Sun Sister Moon,FALSE,21
1973,1974,46,AD,ART DIRECTION,Art Direction:  Bill Malley;  Set Decoration:  Jerry Wunderlich,The Exorcist,FALSE,22
1973,1974,46,AD,ART DIRECTION,Art Direction:  Henry Bumstead;  Set Decoration:  James Payne,The Sting,TRUE,23
1973,1974,46,AD,ART DIRECTION,Art Direction:  Philip Jefferies;  Set Decoration:  Robert de Vestel,Tom Sawyer,FALSE,24
1973,1974,46,AD,ART DIRECTION,Art Direction:  Stephen Grimes;  Set Decoration:  William Kiernan,The Way We Were,FALSE,25
1973,1974,46,C,CINEMATOGRAPHY,Sven Nykvist,Cries and Whispers,TRUE,26
1973,1974,46,C,CINEMATOGRAPHY,Owen Roizman,The Exorcist,FALSE,27
1973,1974,46,C,CINEMATOGRAPHY,Jack Couffer,Jonathan Livingston Seagull,FALSE,28
1973,1974,46,C,CINEMATOGRAPHY,Robert Surtees,The Sting,FALSE,29
1973,1974,46,C,CINEMATOGRAPHY,"Harry Stradling, Jr.",The Way We Were,FALSE,30
1973,1974,46,CD,COSTUME DESIGN,Marik Vos,Cries and Whispers,FALSE,31
1973,1974,46,CD,COSTUME DESIGN,Piero Tosi,Ludwig,FALSE,32
1973,1974,46,CD,COSTUME DESIGN,Edith Head,The Sting,TRUE,33
1973,1974,46,CD,COSTUME DESIGN,Donfeld,Tom Sawyer,FALSE,34
1973,1974,46,CD,COSTUME DESIGN,"Dorothy Jeakins, Moss Mabry",The Way We Were,FALSE,35
1973,1974,46,D,DIRECTING,George Lucas,American Graffiti,FALSE,36
1973,1974,46,D,DIRECTING,Ingmar Bergman,Cries and Whispers,FALSE,37
1973,1974,46,D,DIRECTING,William Friedkin,The Exorcist,FALSE,38
1973,1974,46,D,DIRECTING,Bernardo Bertolucci,Last Tango in Paris,FALSE,39
1973,1974,46,D,DIRECTING,George Roy Hill,The Sting,TRUE,40
1973,1974,46,DCMF,DOCUMENTARY (Feature),"John D. Goodell, Producer",Always a New Beginning,FALSE,41
1973,1974,46,DCMF,DOCUMENTARY (Feature),"Bengt von zur Muehlen, Producer",Battle of Berlin,FALSE,42
1973,1974,46,DCMF,DOCUMENTARY (Feature),"Kieth Merrill, Producer",The Great American Cowboy,TRUE,43
1973,1974,46,DCMF,DOCUMENTARY (Feature),"Alex Grasshoff, Producer",Journey to the Outer Limits,FALSE,44
1973,1974,46,DCMF,DOCUMENTARY (Feature),"Gertrude Ross Marks and Edmund F. Penney, Producers",Walls of Fire,FALSE,45
1973,1974,46,DCMSS,DOCUMENTARY (Short Subject),"Carmen D'Avino, Producer",Background,FALSE,46
1973,1974,46,DCMSS,DOCUMENTARY (Short Subject),"Louis Marcus, Producer",Children at Work (Paisti Ag Obair),FALSE,47
1973,1974,46,DCMSS,DOCUMENTARY (Short Subject),"Albert Maysles and David Maysles, Producers",Christo's Valley Curtain,FALSE,48
1973,1974,46,DCMSS,DOCUMENTARY (Short Subject),"Terry Sanders and June Wayne, Producers",Four Stones for Kanemitsu,FALSE,49
1973,1974,46,DCMSS,DOCUMENTARY (Short Subject),"Julian Krainin and DeWitt L. Sage, Jr., Producers",Princeton: A Search for Answers,TRUE,50
1973,1974,46,FE,FILM EDITING,"Verna Fields, Marcia Lucas",American Graffiti,FALSE,51
1973,1974,46,FE,FILM EDITING,Ralph Kemplen,The Day of the Jackal,FALSE,52
1973,1974,46,FE,FILM EDITING,"Jordan Leondopoulos, Bud Smith, Evan Lottman, Norman Gay",The Exorcist,FALSE,53
1973,1974,46,FE,FILM EDITING,"Frank P. Keller, James Galloway",Jonathan Livingston Seagull,FALSE,54
1973,1974,46,FE,FILM EDITING,William Reynolds,The Sting,TRUE,55
1973,1974,46,FLF,FOREIGN LANGUAGE FILM,France,Day for Night,TRUE,56
1973,1974,46,FLF,FOREIGN LANGUAGE FILM,Israel,The House on Chelouche Street,FALSE,57
1973,1974,46,FLF,FOREIGN LANGUAGE FILM,Switzerland,L'Invitation,FALSE,58
1973,1974,46,FLF,FOREIGN LANGUAGE FILM,West Germany,The Pedestrian,FALSE,59
1973,1974,46,FLF,FOREIGN LANGUAGE FILM,The Netherlands,Turkish Delight,FALSE,60
1973,1974,46,MODS,MUSIC (Original Dramatic Score),John Williams,Cinderella Liberty,FALSE,61
1973,1974,46,MODS,MUSIC (Original Dramatic Score),Georges Delerue,The Day of the Dolphin,FALSE,62
1973,1974,46,MODS,MUSIC (Original Dramatic Score),Jerry Goldsmith,Papillon,FALSE,63
1973,1974,46,MODS,MUSIC (Original Dramatic Score),John Cameron,A Touch of Class,FALSE,64
1973,1974,46,MODS,MUSIC (Original Dramatic Score),Marvin Hamlisch,The Way We Were,TRUE,65
1973,1974,46,MSOSA,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),"Adaptation Score by Andre Previn, Herbert Spencer and Andrew Lloyd Webber",Jesus Christ Superstar,FALSE,66
1973,1974,46,MSOSA,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Adaptation Score by Marvin Hamlisch,The Sting,TRUE,67
1973,1974,46,MSOSA,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),Song Score by Richard M. Sherman and Robert B. Sherman; Adaptation Score by John Williams,Tom Sawyer,FALSE,68
1973,1974,46,MS,MUSIC (Song),Music by George Barrie; Lyrics by Sammy Cahn,A Touch of Class,FALSE,69
1973,1974,46,MS,MUSIC (Song),Music and Lyrics by Paul McCartney and Linda McCartney,Live and Let Die,FALSE,70
1973,1974,46,MS,MUSIC (Song),Music by George Bruns; Lyrics by Floyd Huddleston,Robin Hood,FALSE,71
1973,1974,46,MS,MUSIC (Song),Music by John Williams; Lyrics by Paul Williams,Cinderella Liberty,FALSE,72
1973,1974,46,MS,MUSIC (Song),Music by Marvin Hamlisch; Lyrics by Alan Bergman and Marilyn Bergman,The Way We Were,TRUE,73
1973,1974,46,BP,BEST PICTURE,"Francis Ford Coppola, Producer;  Gary Kurtz, Co-Producer",American Graffiti,FALSE,74
1973,1974,46,BP,BEST PICTURE,"Ingmar Bergman, Producer",Cries and Whispers,FALSE,75
1973,1974,46,BP,BEST PICTURE,"William Peter Blatty, Producer",The Exorcist,FALSE,76
1973,1974,46,BP,BEST PICTURE,"Tony Bill, Michael Phillips and Julia Phillips, Producers",The Sting,TRUE,77
1973,1974,46,BP,BEST PICTURE,"Melvin Frank, Producer",A Touch of Class,FALSE,78
1973,1974,46,SSA,SHORT SUBJECT (Animated),"Frank Mouris, Producer",Frank Film,TRUE,79
1973,1974,46,SSA,SHORT SUBJECT (Animated),"Nick Bosustow and David Adams, Producers",The Legend of John Henry,FALSE,80
1973,1974,46,SSA,SHORT SUBJECT (Animated),"Emanuele Luzzati and Giulio Gianini, Producers",Pulcinella,FALSE,81
1973,1974,46,SSLA,SHORT SUBJECT (Live Action),"Allan Miller and William Fertik, Producers",The Bolero,TRUE,82
1973,1974,46,SSLA,SHORT SUBJECT (Live Action),"Richard Gayer, Producer",Clockmaker,FALSE,83
1973,1974,46,SSLA,SHORT SUBJECT (Live Action),"Pen Densham and John Watson, Producers",Life Times Nine,FALSE,84
1973,1974,46,S,SOUND,"Richard Portman, Lawrence O. Jost",The Day of the Dolphin,FALSE,85
1973,1974,46,S,SOUND,"Robert Knudson, Chris Newman",The Exorcist,TRUE,86
1973,1974,46,S,SOUND,"Donald O. Mitchell, Lawrence O. Jost",The Paper Chase,FALSE,87
1973,1974,46,S,SOUND,"Richard Portman, Les Fresholtz",Paper Moon,FALSE,88
1973,1974,46,S,SOUND,"Ronald K. Pierce, Robert Bertrand",The Sting,FALSE,89
1973,1974,46,WSPBM,WRITING (Screenplay--based on material from another medium),William Peter Blatty,The Exorcist,TRUE,90
1973,1974,46,WSPBM,WRITING (Screenplay--based on material from another medium),Robert Towne,The Last Detail,FALSE,91
1973,1974,46,WSPBM,WRITING (Screenplay--based on material from another medium),James Bridges,The Paper Chase,FALSE,92
1973,1974,46,WSPBM,WRITING (Screenplay--based on material from another medium),Alvin Sargent,Paper Moon,FALSE,93
1973,1974,46,WSPBM,WRITING (Screenplay--based on material from another medium),"Waldo Salt, Norman Wexler",Serpico,FALSE,94
1973,1974,46,WSSPBF,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),"George Lucas, Gloria Katz, Willard Huyck",American Graffiti,FALSE,95
1973,1974,46,WSSPBF,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Ingmar Bergman,Cries and Whispers,FALSE,96
1973,1974,46,WSSPBF,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),Steve Shagan,Save the Tiger,FALSE,97
1973,1974,46,WSSPBF,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),David S. Ward,The Sting,TRUE,98
1973,1974,46,WSSPBF,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),"Melvin Frank, Jack Rose",A Touch of Class,FALSE,99
1974,1975,47,AR,ACTOR,Art Carney,Harry and Tonto,TRUE,1
1974,1975,47,AR,ACTOR,Albert Finney,Murder on the Orient Express,FALSE,2
1974,1975,47,AR,ACTOR,Dustin Hoffman,Lenny,FALSE,3
1974,1975,47,AR,ACTOR,Jack Nicholson,Chinatown,FALSE,4
1974,1975,47,AR,ACTOR,Al Pacino,The Godfather Part II,FALSE,5
1974,1975,47,ARSR,ACTOR IN A SUPPORTING ROLE,Fred Astaire,The Towering Inferno,FALSE,6
1974,1975,47,ARSR,ACTOR IN A SUPPORTING ROLE,Jeff Bridges,Thunderbolt and Lightfoot,FALSE,7
1974,1975,47,ARSR,ACTOR IN A SUPPORTING ROLE,Robert De Niro,The Godfather Part II,TRUE,8
1974,1975,47,ARSR,ACTOR IN A SUPPORTING ROLE,Michael V. Gazzo,The Godfather Part II,FALSE,9
1974,1975,47,ARSR,ACTOR IN A SUPPORTING ROLE,Lee Strasberg,The Godfather Part II,FALSE,10
1974,1975,47,AS,ACTRESS,Ellen Burstyn,Alice Doesn't Live Here Anymore,TRUE,11
1974,1975,47,AS,ACTRESS,Diahann Carroll,Claudine,FALSE,12
1974,1975,47,AS,ACTRESS,Faye Dunaway,Chinatown,FALSE,13
1974,1975,47,AS,ACTRESS,Valerie Perrine,Lenny,FALSE,14
1974,1975,47,AS,ACTRESS,Gena Rowlands,A Woman under the Influence,FALSE,15
1974,1975,47,ASSR,ACTRESS IN A SUPPORTING ROLE,Ingrid Bergman,Murder on the Orient Express,TRUE,16
1974,1975,47,ASSR,ACTRESS IN A SUPPORTING ROLE,Valentina Cortese,Day for Night,FALSE,17
1974,1975,47,ASSR,ACTRESS IN A SUPPORTING ROLE,Madeline Kahn,Blazing Saddles,FALSE,18
1974,1975,47,ASSR,ACTRESS IN A SUPPORTING ROLE,Diane Ladd,Alice Doesn't Live Here Anymore,FALSE,19
